work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2022,Mid-Level,Full-time,Data Engineer,75000,GBP,98158,United Kingdom,No Remote Work,United Kingdom,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,58000,USD,58000,United States,No Remote Work,United States,SMALL
2022,Senior-Level,Full-time,Data Engineer,183600,USD,183600,United States,Fully Remote,United States,LARGE
2022,Mid-Level,Full-time,Data Analyst,40000,GBP,52351,United Kingdom,Fully Remote,United Kingdom,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,180000,USD,180000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,55000,GBP,71982,United Kingdom,No Remote Work,United Kingdom,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,35000,GBP,45807,United Kingdom,No Remote Work,United Kingdom,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,60000,EUR,65949,Greece,Fully Remote,Greece,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,45000,EUR,49461,Greece,Fully Remote,Greece,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,60000,GBP,78526,United Kingdom,Fully Remote,United Kingdom,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,45000,GBP,58894,United Kingdom,Fully Remote,United Kingdom,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,260000,USD,260000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Science Engineer,60000,USD,60000,Argentina,Fully Remote,Mexico,LARGE
2022,Mid-Level,Full-time,Data Engineer,63900,USD,63900,United States,No Remote Work,United States,MEDIUM
2022,Mid-Level,Full-time,Machine Learning Scientist,160000,USD,160000,United States,Fully Remote,United States,LARGE
2022,Mid-Level,Full-time,Machine Learning Scientist,112300,USD,112300,United States,Fully Remote,United States,LARGE
2022,Mid-Level,Full-time,Data Science Manager,241000,USD,241000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Science Manager,159000,USD,159000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,180000,USD,180000,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,80000,USD,80000,United States,No Remote Work,United States,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,82900,USD,82900,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,100800,USD,100800,United States,Fully Remote,United States,LARGE
2022,Mid-Level,Full-time,Data Engineer,45000,EUR,49461,Spain,Fully Remote,Spain,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140400,USD,140400,United States,No Remote Work,United States,LARGE
2022,Mid-Level,Full-time,Data Analyst,30000,GBP,39263,United Kingdom,Fully Remote,United Kingdom,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,40000,EUR,43966,Spain,Fully Remote,Spain,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,30000,EUR,32974,Spain,Fully Remote,Spain,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,80000,EUR,87932,Spain,Fully Remote,Spain,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,70000,EUR,76940,Spain,Fully Remote,Spain,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,80000,GBP,104702,United Kingdom,Fully Remote,United Kingdom,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,70000,GBP,91614,United Kingdom,Fully Remote,United Kingdom,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,60000,EUR,65949,Spain,Fully Remote,Spain,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,80000,EUR,87932,Greece,Fully Remote,Greece,MEDIUM
2022,Senior-Level,Full-time,Machine Learning Engineer,189650,USD,189650,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Machine Learning Engineer,164996,USD,164996,United States,No Remote Work,United States,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,40000,EUR,43966,Greece,Fully Remote,Greece,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,30000,EUR,32974,Greece,Fully Remote,Greece,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,75000,GBP,98158,United Kingdom,Fully Remote,United Kingdom,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,60000,GBP,78526,United Kingdom,Fully Remote,United Kingdom,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,215300,USD,215300,United States,No Remote Work,United States,LARGE
2022,Mid-Level,Full-time,Data Engineer,70000,EUR,76940,Greece,Fully Remote,Greece,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,209100,USD,209100,United States,Fully Remote,United States,LARGE
2022,Senior-Level,Full-time,Data Engineer,154600,USD,154600,United States,Fully Remote,United States,LARGE
2022,Senior-Level,Full-time,Data Engineer,180000,USD,180000,United States,Fully Remote,United States,MEDIUM
2022,Entry-Level,Full-time,ML Engineer,20000,EUR,21983,Portugal,Fully Remote,Portugal,LARGE
2022,Senior-Level,Full-time,Data Engineer,80000,USD,80000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Machine Learning Developer,100000,CAD,78791,Canada,Fully Remote,Canada,MEDIUM
2022,Executive-Level,Full-time,Director of Data Science,250000,CAD,196979,Canada,Partially Remote,Canada,LARGE
2022,Mid-Level,Full-time,Machine Learning Engineer,120000,USD,120000,United States,Fully Remote,United States,SMALL
2022,Entry-Level,Full-time,Computer Vision Engineer,125000,USD,125000,United States,No Remote Work,United States,MEDIUM
2022,Mid-Level,Full-time,NLP Engineer,240000,CNY,37236,United States,Partially Remote,United States,LARGE
2022,Senior-Level,Full-time,Data Engineer,105000,USD,105000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Lead Machine Learning Engineer,80000,EUR,87932,Germany,No Remote Work,Germany,MEDIUM
2022,Mid-Level,Full-time,Business Data Analyst,1400000,INR,18442,India,Fully Remote,India,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,2400000,INR,31615,India,Fully Remote,India,LARGE
2022,Mid-Level,Full-time,Machine Learning Infrastructure Engineer,53000,EUR,58255,Portugal,Partially Remote,Portugal,LARGE
2022,Entry-Level,Full-time,Financial Data Analyst,100000,USD,100000,United States,Partially Remote,United States,LARGE
2022,Mid-Level,Part-time,Data Engineer,50000,EUR,54957,Germany,Partially Remote,Germany,LARGE
2022,Entry-Level,Full-time,Data Scientist,1400000,INR,18442,India,Fully Remote,India,MEDIUM
2022,Senior-Level,Full-time,Principal Data Scientist,148000,EUR,162674,Germany,Fully Remote,Germany,MEDIUM
2022,Entry-Level,Full-time,Data Engineer,120000,USD,120000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Research Scientist,144000,USD,144000,United States,Partially Remote,United States,LARGE
2022,Senior-Level,Full-time,Data Scientist,104890,USD,104890,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,100000,USD,100000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,135000,USD,135000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,50000,USD,50000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,220000,USD,220000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,140000,GBP,183228,United Kingdom,No Remote Work,United Kingdom,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,70000,GBP,91614,United Kingdom,No Remote Work,United Kingdom,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,185100,USD,185100,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Machine Learning Engineer,220000,USD,220000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,200000,USD,200000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,120000,USD,120000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Machine Learning Engineer,120000,USD,120000,United Arab Emirates,Fully Remote,United Arab Emirates,SMALL
2022,Senior-Level,Full-time,Machine Learning Engineer,65000,USD,65000,United Arab Emirates,Fully Remote,United Arab Emirates,SMALL
2022,Executive-Level,Full-time,Data Engineer,324000,USD,324000,United States,Fully Remote,United States,MEDIUM
2022,Executive-Level,Full-time,Data Engineer,216000,USD,216000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,210000,USD,210000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Machine Learning Engineer,120000,USD,120000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,230000,USD,230000,United States,Fully Remote,United States,MEDIUM
2022,Entry-Level,Part-time,Data Scientist,100000,USD,100000,Algeria,Partially Remote,Algeria,MEDIUM
2022,Mid-Level,Freelance,Data Scientist,100000,USD,100000,Canada,Fully Remote,United States,MEDIUM
2022,Entry-Level,Contract,Applied Machine Learning Scientist,29000,EUR,31875,Tunisia,Fully Remote,Czech Republic,MEDIUM
2022,Senior-Level,Full-time,Head of Data,200000,USD,200000,Malaysia,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Principal Data Analyst,75000,USD,75000,Canada,Fully Remote,Canada,SMALL
2022,Mid-Level,Full-time,Data Scientist,150000,PLN,35590,Poland,Fully Remote,Poland,LARGE
2022,Senior-Level,Full-time,Machine Learning Developer,100000,CAD,78791,Canada,Fully Remote,Canada,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,100000,USD,100000,Brazil,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Machine Learning Scientist,153000,USD,153000,United States,Partially Remote,United States,MEDIUM
2022,Entry-Level,Full-time,Data Engineer,52800,EUR,58035,Pakistan,Fully Remote,Germany,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,165000,USD,165000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Research Scientist,85000,EUR,93427,France,Partially Remote,France,LARGE
2022,Entry-Level,Full-time,Data Scientist,66500,CAD,52396,Canada,Fully Remote,Canada,LARGE
2022,Senior-Level,Full-time,Machine Learning Engineer,57000,EUR,62651,Netherlands,Fully Remote,Netherlands,LARGE
2022,Mid-Level,Full-time,Head of Data,30000,EUR,32974,Estonia,Fully Remote,Estonia,SMALL
2022,Entry-Level,Full-time,Data Scientist,40000,USD,40000,Japan,Fully Remote,Malaysia,LARGE
2022,Mid-Level,Full-time,Machine Learning Engineer,121000,AUD,87425,Australia,Fully Remote,Australia,LARGE
2022,Senior-Level,Full-time,Data Engineer,115000,USD,115000,United States,Fully Remote,United States,MEDIUM
2022,Entry-Level,Full-time,Data Scientist,120000,AUD,86703,Australia,Partially Remote,Australia,MEDIUM
2022,Mid-Level,Full-time,Applied Machine Learning Scientist,75000,USD,75000,Bolivia,Fully Remote,United States,LARGE
2022,Mid-Level,Full-time,Research Scientist,59000,EUR,64849,Austria,No Remote Work,Austria,LARGE
2022,Entry-Level,Full-time,Research Scientist,120000,USD,120000,United States,Fully Remote,United States,LARGE
2022,Mid-Level,Full-time,Applied Data Scientist,157000,USD,157000,United States,Fully Remote,United States,LARGE
2022,Entry-Level,Full-time,Computer Vision Software Engineer,150000,USD,150000,Australia,Fully Remote,Australia,SMALL
2022,Mid-Level,Full-time,Business Data Analyst,90000,CAD,70912,Canada,Partially Remote,Canada,LARGE
2022,Entry-Level,Full-time,Data Engineer,65000,USD,65000,United States,Fully Remote,United States,SMALL
2022,Senior-Level,Full-time,Machine Learning Engineer,65000,EUR,71444,Ireland,Fully Remote,Ireland,SMALL
2022,Entry-Level,Full-time,Data Analytics Engineer,20000,USD,20000,Pakistan,No Remote Work,Pakistan,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,48000,USD,48000,Russia,Fully Remote,United States,SMALL
2022,Senior-Level,Full-time,Data Science Manager,152500,USD,152500,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,62000,EUR,68147,France,Fully Remote,France,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,115000,CHF,122346,Switzerland,No Remote Work,Switzerland,LARGE
2022,Senior-Level,Full-time,Applied Data Scientist,380000,USD,380000,United States,Fully Remote,United States,LARGE
2022,Mid-Level,Full-time,Data Scientist,88000,CAD,69336,Canada,Fully Remote,Canada,MEDIUM
2022,Entry-Level,Full-time,Computer Vision Engineer,10000,USD,10000,Portugal,Fully Remote,Luxembourg,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,20000,USD,20000,Greece,Fully Remote,Greece,SMALL
2022,Senior-Level,Full-time,Data Analytics Lead,405000,USD,405000,United States,Fully Remote,United States,LARGE
2022,Mid-Level,Full-time,Data Scientist,135000,USD,135000,United States,Fully Remote,United States,LARGE
2022,Senior-Level,Full-time,Applied Data Scientist,177000,USD,177000,United States,Fully Remote,United States,LARGE
2022,Mid-Level,Full-time,Data Scientist,78000,USD,78000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,135000,USD,135000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,100000,USD,100000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,90320,USD,90320,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,85000,USD,85000,Canada,No Remote Work,Canada,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,75000,USD,75000,Canada,No Remote Work,Canada,MEDIUM
2022,Senior-Level,Full-time,Machine Learning Engineer,214000,USD,214000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Machine Learning Engineer,192600,USD,192600,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Architect,266400,USD,266400,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Architect,213120,USD,213120,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,112900,USD,112900,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,155000,USD,155000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,141300,USD,141300,United States,No Remote Work,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,102100,USD,102100,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,115934,USD,115934,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,81666,USD,81666,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,206699,USD,206699,United States,No Remote Work,United States,MEDIUM
2022,Mid-Level,Full-time,Data Engineer,99100,USD,99100,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,130000,USD,130000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,115000,USD,115000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,110500,USD,110500,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,130000,USD,130000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,99050,USD,99050,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,160000,USD,160000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,205300,USD,205300,United States,No Remote Work,United States,LARGE
2022,Senior-Level,Full-time,Data Scientist,140400,USD,140400,United States,No Remote Work,United States,LARGE
2022,Senior-Level,Full-time,Data Scientist,176000,USD,176000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,144000,USD,144000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,200100,USD,200100,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,160000,USD,160000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,145000,USD,145000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,70500,USD,70500,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,205300,USD,205300,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140400,USD,140400,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Analytics Engineer,205300,USD,205300,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Analytics Engineer,184700,USD,184700,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,175100,USD,175100,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,140250,USD,140250,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,116150,USD,116150,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,54000,USD,54000,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,170000,USD,170000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,50000,GBP,65438,United Kingdom,No Remote Work,United Kingdom,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,80000,USD,80000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,210000,USD,210000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,100000,USD,100000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,69000,USD,69000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,210000,USD,210000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,210000,USD,210000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,150075,USD,150075,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,100000,USD,100000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,25000,USD,25000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,126500,USD,126500,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,106260,USD,106260,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,220110,USD,220110,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,160080,USD,160080,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,105000,USD,105000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,110925,USD,110925,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Analyst,35000,GBP,45807,United Kingdom,No Remote Work,United Kingdom,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,140000,USD,140000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,99000,USD,99000,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,60000,USD,60000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Architect,192564,USD,192564,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Architect,144854,USD,144854,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,230000,USD,230000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,150000,USD,150000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analytics Manager,150260,USD,150260,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analytics Manager,109280,USD,109280,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Scientist,210000,USD,210000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,170000,USD,170000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,160000,USD,160000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,Data Scientist,130000,USD,130000,United States,Fully Remote,United States,MEDIUM
2022,Entry-Level,Full-time,Data Analyst,67000,USD,67000,Canada,No Remote Work,Canada,MEDIUM
2022,Entry-Level,Full-time,Data Analyst,52000,USD,52000,Canada,No Remote Work,Canada,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,154000,USD,154000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Engineer,126000,USD,126000,United States,Fully Remote,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,129000,USD,129000,United States,No Remote Work,United States,MEDIUM
2022,Senior-Level,Full-time,Data Analyst,150000,USD,150000,United States,Fully Remote,United States,MEDIUM
2022,Mid-Level,Full-time,AI Scientist,200000,USD,200000,India,Fully Remote,United States,LARGE
